"Código","Nombre científico oficial"
"Pitlic","Pityophthorus lichtensteinii"
"Pitque","Pityophagus quercus"
"Plaacu","Platycnemis acutipennis"
"Plaaff","Plagiomnium affine"
"Plaafr","Plantago afra"
"Plaalb","Plantago albicans"
"Plaali","Platystomos albinus"
"Plaaln","Platycleis albopunctata hispanica"
"Plaalp","Plantago alpina subsp. penyalarensis"
"Plaarc","Plagionotus arcuatus"
"Plaasp","Plagiochila asplenioides"
"Plaatr","Plantago atrata subsp. discolor"
"Plabif","Platanthera bifolia"
"Placar","Platycerus caraboides"
"Placlo","Platanthera clorantha"
"Placom","Platysoma compressum"
"Placon","Plateumaris consimilis"
"Placor","Plantago coronopus"
"Placra","Plantago crassifolia"
"Placyl","Platypus cylindrus"
"Pladen","Plagiothecium denticulatum var. denticulatum"
"Pladet","Plagionotus detritus"
"Plade2","Plagiothecium denticulatum var. obtusifolium"
"Plaela","Plagiomnium elatum"
"Plaell","Plagiomnium ellipticum"
"Plahis","Platanus hispanica"
"Plaint","Platycleis intermedia"
"Plalae","Plagiothecium laetum"
"Plalag","Plantago lagopus"
"Plalan","Plantago lanceolata"
"Plalat","Platycnemis latipes"
"Plaleu","Platalea leucorodia"
"Plalus","Platyderus lusitanicus"
"Plamac","Platambus maculatus"
"Plamaj","Plantago major"
"Plamar","Plantago maritima"
"Plama2","Plantago maritima subsp. serpentina"
"Plamed","Plantago media"
"Plamer","Plasteurhynchium meridionale"
"Planem","Plagiothecium nemorale"
"Planit","Platystethus nitens"
"Plaoed","Plagiopus oederianus"
"Plaorb","Planorbidae"
"Plapor","Plagiochila porelloides"
"Plapul","Plagodis pulveraria"
"Plares","Platyrhinus resinosus"
"Plarip","Platyhypnidium riparioides"
"Plasab","Platycleis sabulosa"
"Plasem","Plantago sempervirens"
"Plaspi","Platycapnos spicata"
"Plaspn","Platycerus spinifer"
"Plaspo","Platystethus spinosus"
"Plasub","Plantago subulata"
"Plasuc","Platyderus subcrenatus"
"Platea","Platycleis tessellata f. anómala"
"Plates","Platycleis tessellata"
"Platet","Placonotus testaceus"
"Plaund","Plagiomnium undulatum"
"Plccom","Placusa complanata"
"Pleacu","Pleuridium acuminatum"
"Plearg","Plebejus argus"
"Pleaur","Plecotus auritus"
"Pleaus","Plecotus austriacus"
"Pledis","Plegaderus dissectus"
"Plefal","Plegadis falcinellus"
"Pleida","Plebejus idas"
"Pleniv","Plectrophenax nivalis"
"Plepra","Pleum pratense subsp. Bertolonii"
"Plesau","Plegaderus saucius meridionalis"
"Plesch","Pleurozium schreberi"
"Plesqu","Pleurochaete squarrosa"
"Plgmed","Plagiomnium medium"
"Pltund","Plagiothecium undulatum"
"Pluapr","Pluvialis apricaria"
"Plueur","Plumbago europaea"
"Plusqu","Pluvialis squatarola"
"Poaalp","Poa alpina"
"Poaang","Poa angustifolia"
"Poaann","Poa annua"
"Poabul","Poa bulbosa"
"Poabu2","Poa bulbosa var. Vivipara"
"Poacha","Poa chaixii"
"Poacom","Poa compressa"
"Poalig","Poa ligulata"
"Poanem","Poa nemoralis"
"Poapra","Poa pratensis"
"Poatri","Poa trivialis"
"Poatr2","Poa trivialis subsp. trivialis"
"Pocadu","Pocadius adustus"
"Podcri","Podiceps cristatus"
"Podfup","Podagrica fuscipes"
"Podfus","Podagrica fuscicornis"
"Podgri","Podiceps grisegena"
"Podlio","Podarcis liolepis"
"Podmal","Podagrica malvae"
"Podmur","Podarcis muralis"
"Podnig","Podiceps nigricollis"
"Podped","Podisma pedestris"
"Podpod","Podilymbus podiceps"
"Poecup","Poecilus cupreus"
"Poegut","Poephila guttata"
"Poekug","Poecilus kugelanni"
"Poepal","Poecile palustris / Parus palustris"
"Poepop","Poecilocampa populi"
"Poepus","Poecilium pusillum"
"Poevar","Poecilonota variolosa"
"Pogalo","Pogonatum aloides"
"Pogdec","Pogonocherus decoratus"
"Pogfas","Pogonocherus fasciculatus"
"Poghis","Pogonocherus hispidus"
"Pognan","Pogonatum nanum"
"Pogova","Pogonocherus ovatus"
"Pogurn","Pogonatum urnigerum"
"Pohann","Pohlia annotina"
"Pohcru","Pohlia cruda"
"Pohdru","Pohlia drummondii"
"Pohelo","Pohlia elongata"
"Pohmel","Pohlia melanodon"
"Pohnut","Pohlia nutans"
"Pohobt","Pohlia obtusifolia"
"Pohpro","Pohlia proligera"
"Pohwah","Pohlia wahlenbergii"
"Poipal","Pottia pallida"
"Poisen","Poicephalus senegalus"
"Polacu","Polystichum aculeatum"
"Polalp","Polygala alpina"
"Polama","Polyommatus amandus"
"Polamp","Polygonum amphibium"
"Polare","Polygonum arenastrum"
"Polarg","Polymixis argillaceago"
"Polarv","Polycnemon arvense"
"Polavi","Polygonum aviculare"
"Polbel","Polyommatus bellargus"
"Polbic","Polystichum x bicknellii"
"Polbis","Polygonum bistorta subsp. bistorta"
"Polc-a","Polygonia c-album"
"Polcal","Polygala calcarea"
"Polcam","Polypodium cambricum subsp. cambricum"
"Polcom","Polytrichum commune"
"Polcor","Polyommatus coridon"
"Poldam","Polyommatus damon"
"Poldap","Polyommatus daphnis"
"Poldor","Polyommatus dorylas"
"Polesc","Polyommatus escheri"
"Polexi","Polygala exilis"
"Polfla","Polymixis flavicincta"
"Polfor","Polytrichastrum formosum"
"Polful","Polyommatus fulgens ainsae"
"Polfuo","Polyphylla fullo"
"Polica","Polyommatus icarus"
"Polill","Polystrichum x illyricum"
"Polint","Polypodium interjectum"
"Poljun","Polytrichum juniperinum"
"Pollap","Polygonum lapathifolium"
"Pollon","Polystichum lonchitis"
"Polman","Polypodium x mantoniae"
"Polmar","Polypogon maritimus"
"Polmit","Polygonum mite"
"Polmop","Polygala monspeliaca"
"Polmos","Polypogon monspeliensis"
"Polneb","Polia nebulosa"
"Polnic","Polygala nicaeensis"
"Polodo","Polygonatum odoratum"
"Polper","Polygonum persicaria"
"Polpil","Polytrichum piliferum"
"Polrid","Polyploca ridens"
"Polrip","Polyommatus ripartii"
"Polrup","Polygala rupestris"
"Polrur","Polygonum rurivagum"
"Polsec","Polyphaemis sericata"
"Polser","Polygala serpyllifolia"
"Polset","Polystichum setiferum"
"Polshi","Polypodium x shivasiae"
"Polten","Polycelis tenuis"
"Poltet","Polycarpon tetraphyllum subsp. tetraphyllum"
"Polthe","Polyommatus thersites"
"Polver","Polygonatum verticillatum"
"Polvir","Polyphaenis viridis"
"Polvue","Polypodium vulgare"
"Polvui","Polygala vulgaris"
"Polxan","Polyphaenis xanthochloris"
"Polxat","Polymixis xanthomista"
"Pondap","Pontia daplidice"
"Popalb","Populus alba"
"Popcan","Populus x canadensis"
"Popnig","Populus nigra"
"Popni2","Populus nigra var. Italica"
"Poptre","Populus tremula"
"Porarb","Porella arboris-vitae"
"Porcor","Porella cordaeana"
"Porobt","Porella obtusata"
"Porole","Portulaca oleracea"
"Porpar","Porzana parva"
"Porpla","Porella platyphylla"
"Porpor","Porzana porzana"
"Porpus","Porzana pusilla"
"Potalp","Polytrichastrum alpinum"
"Potarg","Potentilla argentea"
"Potcin","Potentilla cinerea"
"Potcra","Potentilla crantzii"
"Potere","Potentilla erecta"
"Pothir","Potentilla hirta"
"Pothis","Potentilla hispanica"
"Potint","Pottia intermedia"
"Potlan","Pottia lanceolata"
"Potlit","Potomida littoralis"
"Potmic","Potentilla micrantha"
"Potmon","Potentilla montana"
"Potnat","Potamogeton natans"
"Potneu","Potentilla neumanniana"
"Potpal","Potentilla palustris"
"Potpol","Potamogeton polygonifolius"
"Potpyr","Potentilla pyrenaica"
"Potrec","Potentilla recta"
"Potrep","Potentilla reptans"
"Potste","Potentilla sterilis"
"Pottab","Potentilla tabernaemontani"
"Potvel","Potentilla velutina"
"Prajun","Prasocuris junci"
"Prequa","Preissia quadrata"
"Priaca","Primula acaulis subsp. acaulis"
"Prialp","Pritzelago alpina subsp. alpina"
"Pricor","Prionus coriarius"
"Priela","Primula elatior subsp. elatior"
"Priser","Prionocyphon serricornis"
"Priver","Primula veris"
"Prive2","Primula veris subsp. columnae"
"Prive3","Primula veris subsp. veris"
"Prive4","Primula veris subsp. Suaveolens"
"Probry","Protobryum bryoides"
"Procla","Procambarus clarkii"
"Prolot","Procyon lotor"
"Promet","Protaetia metallica brancoi"
"Proobl","Protaetia oblonga"
"Proopa","Protaetia opaca"
"Proova","Proteinus ovalis"
"Propro","Proserpinus proserpina"
"Prospp","Protonemura spp."
"Protes","Prosternon tessellatus"
"Protib","Procraerus tibialis"
"Pruavi","Prunus avium"
"Prucol","Prunella collaris"
"Prudom","Prunus domestica"
"Prudul","Prunus dulcis"
"Prugra","Prunella grandiflora"
"Pruhas","Prunella hastifolia"
"Pruhys","Prunella hyssopifolia"
"Pruins","Prunus insititia"
"Prulac","Prunella laciniata"
"Prulus","Prunus lusitanica"
"Prumah","Prunus mahaleb"
"Prumod","Prunella modularis"
"Prupad","Prunus padus subsp. padus"
"Pruspi","Prunus spinosa"
"Pruvul","Prunella vulgaris"
"Psaalg","Psammodromus algirus"
"Psahis","Psammodromus hispanicus"
"Psebar","Pseudolucanus barbarossa"
"Psecat","Pseudoleskeella catenulata"
"Psecer","Pseudocistela ceramboides"
"Psecin","Pseudosphegesthes cinerea"
"Psecor","Pseudoterpna coronillaria"
"Pseele","Pseudotaxiphyllum elegans"
"Psegri","Pseudoophonus griseus"
"Psehaa","Pseudaporophyla haasi"
"Psehae","Psephotus haematonotus"
"Psehor","Pseudocrossidium hornschuchianum"
"Pseinc","Pseudoleskea incurvata"
"Pseliv","Pseudovadonia livida"
"Psemac","Pseudopanthera macularia"
"Psemen","Pseudotsuga menziesii"
"Psener","Pseudoleskeella nervosa"
"Psepan","Pseudophilotes panoptes"
"Psepat","Pseudoleskea patens"
"Psepra","Pseudoips prasinanus"
"Psepru","Pseudoterpna pruinata"
"Psepur","Pseudoscleropodium purum"
"Pserev","Pseudocrossidium revolutum"
"Pseruf","Pseudoophonus rufipes"
"Psesut","Pseudotriphyllus suturalis"
"Pseuli","Pseudenargia ulicis"
"Psiinc","Psilurus incurvus"
"Psikra","Psittacula krameri"
"Psilot","Psilogaster loti"
"Psispp","Psilopa spp"
"Psypus","Psychomyia pusilla"
"Psyspp","Psychoda spp."
"Ptealc","Pterocles alchata"
"Pteaqu","Pteridium aquilinum subsp. aquilinum"
"Ptearr","Pterostichus arribasi"
"Pteate","Pterostichus aterrimus"
"Ptefil","Pterigynandrum filiforme var. filiforme"
"Ptefi2","Pterigynandrum filiforme var. majus"
"Ptegal","Pterostichus gallega"
"Ptegra","Pterogonium gracile"
"Ptenem","Pterostichus nemoralis"
"Ptenig","Pterostichus niger"
"Ptenir","Pterostichus nigrita"
"Pteori","Pterocles orientalis"
"Pteova","Pterygoneurum ovatum"
"Ptepal","Pterostoma palpina"
"Ptesam","Pterygoneurum sampaianum"
"Ptestr","Pterostichus strenuus"
"Ptever","Pterostichus vernalis"
"Ptibid","Ptinus bidens"
"Pticap","Ptilodon capucina"
"Ptifur","Ptinus fur"
"Ptifus","Ptilinus fuscus"
"Ptiimp","Ptinomorphus imperialis"
"Ptilic","Ptinus lichenum"
"Ptipec","Ptilinus pectinicornis"
"Ptipyr","Ptinus pyrenaeus"
"Ptisex","Ptinus sexpunctatus"
"Ptofla","Ptosima flavoguttata"
"Ptound","Ptosima undecimmaculata"
"Ptypol","Ptychomitrium polyphyllum"
"Ptyrup","Ptyonoprogne rupestris"
"Ptysax","Ptychotis saxifraga"
"Pucdis","Puccinellia distans"
"Pucfas","Puccinellia fasciculata"
"Pucfes","Puccinellia festuciformis"
"Puldys","Pulicaria dysenterica"
"Pullon","Pulmonaria longifolia"
"Pulrub","Pulsatilla rubra"
"Purglo","Purpuricenus globulicollis"
"Purtri","Purrolinus tricolor"
"Pyralv","Pyrgus alveus"
"Pyrarm","Pyrgus armoricanus"
"Pyrbat","Pyronia bathseba"
"Pyrcar","Pyrgus carthami"
"Pyrcec","Pyronia cecilia"
"Pyrchr","Pyropteron chrysidiforme"
"Pyrcir","Pyrgus cirsii"
"Pyrcom","Pyrus communis"
"Pyrcon","Pyrgomorpha conica"
"Pyrdes","Pyrausta despicata"
"Pyrgra","Pyrrhocorax graculus"
"Pyrmal","Pyrgus malvoides"
"Pyrmin","Pyrola minor"
"Pyrnym","Pyrrhosoma nymphula"
"Pyrono","Pyrgus onopordi"
"Pyrpur","Pyrausta purpuralis"
"Pyrpym","Pyramidcampa pyramidea"
"Pyrpyr","Pyrrhula pyrrhula"
"Pyrsag","Pyrrhidium sanguineun"
"Pyrsan","Pyrausta sanguinalis"
"Pyrsea","Pyrochroa serraticornis"
"Pyrser","Pyrgus serratulae"
"Pyrtit","Pyronia tithonus"
"Pyrvib","Pyrrhalta viburni"
"Pyxpyx","Pyrrhocorax pyrrhocorax"
"Quecer","Quercus cerrioides"
"Quecoc","Quercus coccifera"
"Quefag","Quercus faginea subsp. faginea"
"Quefa2","Quercus faginea x Q. pusbescens"
"Quefa3","Quercus faginea x Q. pyrenaica"
"Queful","Quedius fuliginosus"
"Quehum","Quercus humilis"
"Queile","Quercus ilex subsp. ballota"
"Queinv","Quedius invreae"
"Quemes","Quedius mesomelinus"
"Quenem","Quedius nemoralis"
"Queoch","Quedius ochropterus"
"Quepet","Quercus petraea subsp. petraea"
"Quepin","Quedius pineti"
"Quepub","Quercus pubescens"
"Quepus","Quercus pusbescens x Q. pyrenaica"
"Quepyr","Quercus pyrenaica"
"Quetru","Quedius truncicola"
"Quexan","Quedius xanthopus"
"Racaci","Racomitrium aciculare"
"Racaff","Racomitrium affine"
"Raccan","Racomitrium canescens"
"Racelo","Racomitrium elongatum"
"Raches","Racomitrium hespericum"
"Rachet","Racomitrium heterostichum"
"Raclan","Racomitrium lanuginosum"
"Racsud","Racomitrium sudeticum"
"Radcom","Radula complanata"
"Radfov","Radocerus foveolatus"
"Radlin","Radula lindenbergiana"
"Ralaqu","Rallus aquaticus"
"Ranaco","Ranunculus aconitifolius"
"Ranacr","Ranunculus acris subsp. despectus"
"Ranamp","Ranunculus amplexicaulis"
"Ranaqu","Ranunculus aquatilis"
"Ranarv","Ranunculus arvensis"
"Ranaur","Ranunculus auricomus"
"Ranbul","Ranunculus bulbosus"
"Ranbu2","Ranunculus bulbosus var. aleae"
"Ranbu3","Ranunculus bulbosus var. hispanicus"
"Rancar","Ranunculus carinthiacus"
"Ranfic","Ranunculus ficaria"
"Ranfi2","Ranunculus ficaria subsp. bulbilifer"
"Ranfi3","Ranunculus ficaria subsp. ficaria"
"Ranfla","Ranunculus flammula"
"Rangra","Ranunculus gramineus"
"Rangre","Ranunculus gregarius"
"Ranlat","Ranunculus lateriflorus"
"Rannig","Ranunculus nigrescens"
"Ranoll","Ranunculus ollissiponensis subsp. ollissiponensis"
"Ranol2","Ranunculus ollissiponensis subsp. alpinus"
"Ranomi","Ranunculus omiophyllus"
"Ranpal","Ranunculus paludosus"
"Ranpar","Ranunculus parviflorus"
"Ranpel","Ranunculus peltatus"
"Ranpe2","Ranunculus peltatus var. peltatus"
"Ranpla","Ranunculus platanifolius"
"Ranrep","Ranunculus repens"
"Ransce","Ranunculus sceleratus"
"Rantri","Ranunculus tripartitus"
"Rantr1","Ranunculus trichophyllus subsp. trichophyllus"
"Rantub","Ranunculus tuberosus"
"Ranval","Ranunculus valdesii"
"Raprug","Rapistrum rugosum"
"Ratnor","Rattus norvegicus"
"Ratrat","Rattus rattus"
"Rebhem","Reboulia hemisphaerica"
"Rebher","Rebelia herrichiella"
"Recavo","Recurvirostra avosetta"
"Regign","Regulus ignicapillus"
"Regreg","Regulus regulus"
"Rempen","Remiz pendulinus"
"Reslut","Reseda luteola"
"Reslu1","Reseda lutea subsp. lutea"
"Resphy","Reseda phyteuma"
"Resstr","Reseda stricta subsp. stricta"
"Resund","Reseda undata subsp. undata"
"Retsph","Retama sphaerocarpa"
"Rhaala","Rhamnus alaternus"
"Rhaalp","Rhamnus alpina subsp. alpina"
"Rhabic","Rhamnusium bicolor"
"Rhabif","Rhagium bifasciatum"
"Rhacat","Rhamnus cathartica"
"Rhafug","Rhabdoweisia fugax"
"Rhagen","Rhagonycha genistae"
"Rhagio","Rhagionidae"
"Rhahes","Rhagonycha hesperica"
"Rhainq","Rhagium inquisitor"
"Rhalyc","Rhamnus lycioides subsp. lycioides"
"Rhaly2","Rhamnus lycioides subsp. velutina"
"Rhamel","Rhabdotocarabus melancholicus"
"Rhanig","Rhagonycha nigriventris"
"Rhapre","Rhagades predotae"
"Rhapum","Rhamnus pumila"
"Rhasax","Rhamnus saxatilis subsp. saxatilis"
"Rhaste","Rhagadiolus stellatus"
"Rhasyc","Rhagium sycophanta"
"Rhathi","Rhabdiopteryx thienemanni"
"Rhealp","Rhegmatophila alpina"
"Rhiaes","Rhizotrogus aestivus"
"Rhiang","Rhinanthus angustifolius"
"Rhibip","Rhizophagus bipustulatus"
"Rhicam","Rhizotrogus camerosensis"
"Rhiche","Rhizotrogus chevrolati"
"Rhicic","Rhizotrogus cicatricosus"
"Rhicri","Rhizophagus cribratus"
"Rhidep","Rhizophagus depressus"
"Rhidis","Rhizophagus dispar"
"Rhieur","Rhinolophus euryale"
"Rhifen","Rhizophagus fenestralis"
"Rhifer","Rhinolophus ferrumequinum"
"Rhifeu","Rhizophagus ferrugineus"
"Rhifla","Rhizotrogus flavicans"
"Rhihip","Rhinolophus hipposideros"
"Rhimag","Rhizomnium magnifolium"
"Rhimar","Rhizotrogus marginipes"
"Rhimed","Rhinanthus mediterraneus"
"Rhimin","Rhinanthus minor"
"Rhipal","Rhizotrogus pallidipennis"
"Rhipar","Rhizophagus parallelocollis"
"Rhiper","Rhizophagus perforatus"
"Rhipic","Rhizophagus picipes"
"Rhipun","Rhizomnium punctatum"
"Rhisca","Rhinechis scalaris"
"Rhisp1","Rhitrogena sp. 1"
"Rhisp2","Rhitrogena sp. 2"
"Rhiuni","Rhizophagus unicolor"
"Rhobau","Rhopalodontus baudueri"
"Rhocal","Rhodostrophia calabra"
"Rholon","Rhopalapion longirostre"
"Rhoros","Rhodobryum roseum"
"Rhosac","Rhodometra sacraria"
"Rhovib","Rhodostrophia vibicaria"
"Rhucor","Rhus coriaria"
"Rhyate","Rhyncolus ater"
"Rhybuo","Rhyacionia buoliana"
"Rhycon","Rhynchostegium confertum"
"Rhymar","Rhyacophila martyinovi"
"Rhymeg","Rhynchostegium megapolitanum"
"Rhymur","Rhynchostegium murale"
"Rhyobl","Rhyacophila obliterata"
"Rhypun","Rhyncolus punctatulus"
"Rhypur","Rhyparia purpurata"
"Rhyrug","Rhytidium rugosum"
"Rhyscu","Rhyncolus sculpturatus"
"Rhyspp","Rhyacophila spp."
"Rhysqu","Rhytidiadelphus squarrosus"
"Rhyten","Rhynchostegiella teneriffae"
"Rhytri","Rhytidiadelphus triquetrus"
"Ribalp","Ribes alpinum"
"Ribpet","Ribes petraeum"
"Ribuva","Ribes uva-crispa"
"Ricbey","Riccia beyrichiana"
"Riccha","Riccardia chamedryfolia"
"Ricgla","Riccia glauca"
"Ricgou","Riccia gougetiana"
"Ricmul","Riccardia multifida"
"Ricsor","Riccia sorocarpa"
"Riosub","Riolus subviolaceus"
"Riprip","Riparia riparia"
"Robpse","Robinia pseudacacia"
"Roehyb","Roemeria hybrida"
"Rombul","Romulea bulbocodium"
"Romcol","Romulea columnae"
"Rornas","Rorippa nasturtium-aquaticum"
"Rorpyr","Rorippa pyrenaica"
"Rosagr","Rosa agrestis"
"Rosalp","Rosalia alpina"
"Rosand","Rosa andegavensis"
"Rosarv","Rosa arvensis"
"Roscan","Rosa canina"
"Roscor","Rosa corymbifera"
"Rosdes","Rosa deseglisei"
"Rosfoe","Rosa foetida"
"Rosmic","Rosa micrantha"
"Rosnit","Rosa nitidula"
"Rosoff","Rosmarinus officinalis"
"Rospen","Rosa pendulina"
"Rospim","Rosa pimpinellifolia"
"Rospou","Rosa pouzinii"
"Rosrub","Rosa rubiginosa"
"Rossic","Rosa sicula"
"Rossqu","Rosa squarrosa"
"Rossty","Rosa stylosa"
"Rostom","Rosa tomentosa"
"Rosvil","Rosa villosa"
"Rubcae","Rubus caesius"
"Rubcan","Rubus canescens"
"Rubca2","Rubus caesius x R. ulmifolius"
"Rubida","Rubus idaeus"
"Rubper","Rubia peregrina"
"Rubtin","Rubia tinctorum"
"Rubulm","Rubus ulmifolius"
"Rumace","Rumex acetosa subsp. acetosa"
"Rumac1","Rumex acetosella"
"Rumac2","Rumex acetosella subsp. angiocarpus"
"Rumaqu","Rumex aquitanicus"
"Rumbuc","Rumex bucephalophorus subsp. gallicus"
"Rumcon","Rumex conglomeratus"
"Rumcrp","Rumex crispus"
"Rumcrt","Rumex cristatus"
"Rumind","Rumex induratus"
"Rumint","Rumex intermedius"
"Rumlon","Rumex longifolius"
"Rumobt","Rumex obtusifolius"
"Rumpul","Rumex pulcher"
"Rumsan","Rumex sanguineus"
"Rumscu","Rumex scutatus"
"Rumsuf","Rumex suffruticosus"
"Rupmac","Ruptela maculata"
"Rusacu","Ruscus aculeatus"
"Rusrus","Rusticoclytus rusticus"
"Rustri","Rusina tristis"
"Rutang","Ruta angustifolia"
"Rutmac","Rutpela maculata"
"Rutmon","Ruta montana"
"Saaabn","Saaristoa abnormis"
"Saegla","Saelania glaucescens"
"Sagape","Sagina apetala"
"Sagmar","Sagina maritima"
"Sagpro","Sagina procumbens"
"Sagsab","Sagina sabuletorum"
"Sagsag","Sagina saginoides"
"Salaet","Salvia aethiopis"
"Salalb","Salix alba"
"Salatr","Salix atrocinerea"
"Salat2","Salix atrocinerea x S. caprea"
"Salbab","Salix babylonica"
"Salcap","Salix caprea"
"Salele","Salix eleagnos"
"Salel2","Salix eleagnos subsp. Angustifolia"
"Salflu","Salaria fluviatilis"
"Salfra","Salix fragilis"
"Salkal","Salsola kali"
"Sallav","Salvia lavandulifolia subsp. lavandulifolia"
"Salneo","Salix x neotricha"
"Salpla","Salpingus planirostris"
"Salpra","Salvia pratensis"
"Salpur","Salix purpurea var. lambertiana"
"Salram","Salicornia ramosissima"
"Salrub","Salix x rubens (S. alba x S. fragilis)"
"Salruf","Salpingus ruficollis"
"Salsal","Salix salvifolia"
"Salsce","Salticus scenicus"
"Salscl","Salvia sclarea"
"Saltri","Salix triandra"
"Saltru","Salmo trutta"
"Salveb","Salvia verbenaca"
"Salvem","Salsola vermiculata"
"Samebu","Sambucus ebulus"
"Samnig","Sambucus nigra"
"Samsam","Salamandra salamandra"
"Samval","Samolus valerandi"
"Sancha","Santolina chamaecyparissus subsp. squarrosa"
"Saneur","Sanicula europaea"
"Sanluc","Sander lucioperca"
"Sanmin","Sanguisorba minor subsp. muricata"
"Sanmi2","Sanguisorba minor subsp. Minor"
"Sanros","Santolina rosmarinifolia subsp. rosmarinifolia"
"Sanrup","Sanguisorba rupicola"
"Sanunc","Sanionia uncinata"
"Sapcar","Saperda carcharias"
"Sapocy","Saponaria ocymoides"
"Sapoff","Saponaria officinalis"
"Sappun","Saperda punctata"
"Sarenn","Sarcocapnos enneaphylla"
"Sataca","Satyrium acaciae"
"Sataci","Satureja acinos"
"Satact","Satyrus actaea"
"Satalp","Satureja alpina"
"Satasc","Satureja ascendens"
"Satesc","Satyrium esculi"
"Satili","Satyrium ilicis"
"Satpav","Saturnia pavonia"
"Satpru","Satyrium pruni"
"Satpyr","Saturnia pyri"
"Satspi","Satyrium spini"
"Satvul","Satureja vulgaris subsp. vulgaris"
"Satw-a","Satyrium w-album"
"Saxari","Saxifraga x arizagae"
"Saxcar","Saxifraga carpetana subsp. carpetana"
"Saxcel","Saxifraga x celtiberica"
"Saxcun","Saxifraga cuneata"
"Saxcu2","Saxifraga cuneata x S. fragosoi"
"Saxcu3","Saxifraga cuneata x S. losae"
"Saxdic","Saxifraga dichotoma"
"Saxfra","Saxifraga fragosoi"
"Saxgra","Saxifraga granulata"
"Saxhir","Saxifraga hirsuta subsp. hirsuta"
"Saxlos","Saxifraga losae"
"Saxmon","Saxifraga moncayensis"
"Saxopp","Saxifraga oppositifolia subsp. oppositifolia"
"Saxpen","Saxifraga pentadactylis subsp. willkommiana"
"Saxrub","Saxicola rubetra"
"Saxtor","Saxicola torquata"
"Saxtri","Saxifraga tridactylites"
"Scaaga","Scaphisoma agaricinum"
"Scaasp","Scapania aspera"
"Scaaus","Scandix australis"
"Scaau2","Scandix australis subsp. microcarpa"
"Scacol","Scabiosa columbaria"
"Scacom","Scapania compacta"
"Scacur","Scapania curta"
"Scairr","Scapania irrigua"
"Scamac","Scandix macrorhyncha"
"Scanem","Scapania nemorea"
"Scapec","Scandix pecten-veneris"
"Scaqua","Scaphidium quadrimaculatum"
"Scaund","Scapania undulata"
"Schaga","Schistidium agassizii"
"Schapo","Schistidium apocarpum"
"Schbar","Schismus barbatus"
"Schnig","Schoenus nigricans"
"Schriv","Schistidium rivulare"
"Schspp","Schizopelex spp."
"Sciaut","Scilla autumnalis"
"Scicer","Scirpus cernuus"
"Scices","Scirpus cespitosus subsp. germanicum"
"Scihol","Scirpus holoschoenus"
"Scilac","Scirpus lacustris"
"Scilil","Scilla lilio-hyacinthus"
"Scimar","Scirpus maritimus"
"Sciplu","Sciuro-hypnum plumosum"
"Scipop","Sciuro-hypnum populeum"
"Sciset","Scirpus setaceus"
"Scisup","Scirpus supinus"
"Sciver","Scilla verna"
"Scivul","Sciurus vulgaris"
"Sclann","Scleranthus annuus"
"Sclper","Scleranthus perennis"
"Sclpoa","Scleranthus polycarpos"
"Sclpoe","Scleranthus polycnemoides"
"Scltou","Scleropodium touretii"
"Scoamb","Scoparia ambigualis"
"Scoang","Scorzonera angustifolia var angustifolia"
"Scobip","Scotopteryx bipunctaria"
"Scoche","Scotopteryx chenopodiata"
"Scochv","Scobicia chevrieri"
"Scocir","Scorpiurium circinatum"
"Scocoe","Scotopteryx coelinaria"
"Scodec","Scopula decorata"
"Scoflo","Scopula floslactata"
"Scogra","Scorzonera graminifolia"
"Scohia","Scorzonera hispanica"
"Scohiu","Scolymus hispanicus"
"Scohum","Scorzonera humilis"
"Scoimi","Scopula imitaria"
"Scoinc","Scopula incanata"
"Scoint","Scolytus intricatus"
"Scolac","Scorzonera laciniata"
"Scolur","Scotopteryx luridata"
"Scomar","Scopula marginepunctata"
"Scomur","Scorpiurus muricatus"
"Scooct","Scotopteryx octodurensis"
"Scoori","Scolitantides orion"
"Scoorn","Scopula ornata"
"Scopul","Scotochrosta pulla"
"Scorub","Scopula rubiginata"
"Scorus","Scolopax rusticola"
"Scosub","Scorpiurus subvillosus"
"Scosup","Scopula subpunctaria"
"Scralp","Scrophularia alpestris"
"Scraur","Scrophularia auriculata"
"Scrcan","Scrophularia canina subsp. canina"
"Scrcri","Scrophularia crithmifolia"
"Scualp","Scutellaria alpina"
"Sedacr","Sedum acre"
"Sedalb","Sedum album"
"Sedamp","Sedum amplexicaule"
"Sedang","Sedum anglicum"
"Sedbre","Sedum brevifolium"
"Sedcae","Sedum caespitosum"
"Sedcep","Sedum cepaea"
"Seddas","Sedum dasyphyllum"
"Sedfor","Sedum forsterianum"
"Sedgyp","Sedum gypsicola"
"Sedhir","Sedum hirsutum subsp. hirsutum"
"Sednev","Sedum nevadense"
"Sedped","Sedum pedicellatum"
"Sedrup","Sedum rupestre"
"Sedsed","Sedum sediforme"
"Sedvil","Sedum villosum subsp. villosum"
"Selaen","Selatosomus aeneus"
"Selamp","Selatosomus amplicollis"
"Selbru","Selidosema brunnearia"
"Selden","Selenia dentaria"
"Selgra","Selatosomus gravidus"
"Sellun","Selenia lunularia"
"Selpas","Selatosomus pasticus"
"Selpyr","Selinum pyrenaeum"
"Selrec","Seligeria recurvata"
"Seltae","Selidosema taeniolarium"
"Seltet","Selenia tetralunaria"
"Semcla","Semiothisa clathrata"
"Semlau","Semanotus laurasii"
