"Código","Nombre oficial","Autor","Definición oficial"
"309027","Genisto hystricis-Cytisetum multiflori","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Aulagar con escoba blanca."
"309028","Echinospartetum iberici","Rivas-Martínez 1974 corr. Rivas-Martínez, Lousã, T.E. Díaz, Fernández-Gonzalez & J.C. Costa 1990","Cambrional salmantino, orensano-sanabriense y estrellense"
"309029","Genistetum obtusirameo-polygaliphyllae","Bellot 1968","Escobonales laciano-ancarenses"
"309030","Ulici europaei-Cytision striati","Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991","Retamares cántabro-atlánticos, carpetano-leoneses, orensanos-anabrienses, tras-os-montenses y estrellenses"
"309031","Adenocarpo complicati-Cytisetum cantabrici","Loidi 1983","Codesales mesotemplados cántabro-euskaldunes"
"309032","Pteridio aquilini-Ericetum arboreae","C. Navarro & Onaindia in Loidi & Herrera 1995","Brezal blanco con helecho cantabro-euskaldún"
"309033","Pteridio aquilini-Ericetum lusitanicae","Loidi ined.","Brezal de Erica lusitanica con helecho"
"309034","Ulici europaei-Cytisetum commutati","C. Navarro & Ladero in C. Navarro 1983","Retamar costero cántabro-euskaldún"
"309035","Ulici europaei-Cytisetum ingramii","Rivas-Martínez 1978","Piornal con tojos galaico septentrional"
"309036","Cytisetum striati","Castroviejo 1973","Xesteiras con tojos."
"309040","Echinospartion horridi","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1991","Matorrales pulvinulares de Echinospartum horridum"
"309041","Carici brevicollis-Echinospartetum horridi","J.M. Montserrat 1986","Matorrales pulvinulares supra-orotemplados de Echinospartum horridum"
"309042","Junipero hemisphaericae-Echinospartetum horridi","O. Bolòs & P. Montserrat ex Rivas Goday & Rivas-Martínez 1969","Matorrales pulvinulares supratemplados inferiores de Echinospartum horridum"
"309050","Genistion occidentalis","Rivas-Martínez in Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Matorrales pulvinulares y pastizales crioturbados orocántabroatlánticos"
"309051","Arctostaphylo crassifoliae-Genistetum occidentalis","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Matorrales pulvinulares de Genista occidentalis castellano-cantábricos"
"309052","Helictotricho cantabrici-Genistetum occidentalis","Herrera 1997","Matorrales pulvinulares de Genista occidentalis cántabro-euskaldunes"
"309053","Lithodoro diffusae-Genistetum legionensis","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Matorrales pulvinulares de Genista legionensis picoeuropeanos"
"309054","Lithodoro diffusae-Genistetum occidentalis","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Matorrales pulvinulares de Genista occidentalis ubiñenses y campurriano-carrioneses"
"309055","Lithodoro diffusae-Genistetum scorpii","Ladero, T.E. Díaz, Penas, Rivas-Martínez, C. Valle 1987","Matorrales de Genista scorpius supratemplados ubiñenses"
"309056","Thymelaeo ruizii-Aphyllanthetum monspeliensis","Br.-Bl. & P. Montserrat in Br.-Bl. 1966","Matorrales cántabro-euskaldunes y castellano-cantábricos de Genista teretifolia"
"309060","Hypericion balearici","O. Bolòs & R. Molinier 1958","Matorrales camefíticos xeroacánticos gimnésicos"
"309061","Astragalo balearici-Teucrietum mari","Tébar & Llorens 1995","Matorrales pulviniformes termomediterráneos menorquines"
"309062","Genisto fasciculatae-Thymelaeetum velutinae","Tébar & Llorens 1995","Matorrales pulviniformes meso-supramediterráneos mallorquines"
"309063","Pastinacetum lucidae","O. Bolòs & Molinier 1958","Comunidad de derrubios y canchales term-mesomediterránea gimnésica"
"309064","Santolino magonicae-Astragaletum balearici","Gil & Llorens 1995","Matorrales pulviniformes termomediterráneos litorales mallorquines"
"309065","Teucrio occidentalis-Rhamnetum bourgeani","Teba & Llorens 1994","Matorrales mallorquines calcáreos de Rhamnus bourdeanus"
"309066","Teucrietum subspinosi","O. Bolòs & Molinier 1958","Matorrales pulviniformes termo-mesomediterráneos mallorquines"
"30907A","Ulici baetici-Lavanduletum lanatae","Martínez-Parras, Peinado & Cruz 1987","Matorrales calcícolas meso-supramediterráneos rondeños"
"309070","Lavandulo-Genistion boissieri","Rivas Goday & Rivas-Martínez 1969","Matorrales calcícolas meso-supramediterráneos béticos"
"309071","Helianthemo visciduli-Anthyllidetum argyrophyllae","Rivas Goday & Esteve 1972","Tomillares dolomitícolas termo-mesomediterráneos almijarenses"
"309072","Convolvulo lanuginosi-Lavanduletum lanatae","Rivas Goday & Rivas-Martínez 1969","Matorrales supramediterráneos gadorenses"
"309073","Helianthemo nummularium-Genistetum pseudopilosae","Rivas Goday & Rivas-Martínez 1969","Matorrales basófilos subbéticos de Genista pseudopilosa"
"309074","Teucrio leonis-Erinaceetum anthyllidis","P. Sánchez & Alcaraz in Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Matorrales calcícolas pulviniformes supramediterráneos subhúmedos subbético-murcianos"
"309075","Santolino canescentis-Salvietum oxyodontis","Rivas Goday & Rivas-Martínez 1969","Matorrales supramediterráneos subbéticos y guadijeño-bacenses"
"309076","Saturejo intricatae-Genistetum boissieri","Rivas Goday & Rivas-Martínez 1969 corr. Martínez-Parras, Peinado & Alcaraz 1984","Matorrales almohadillados meso-supramediterráneos subbéticos"
"309077","Sideritido incanae-Lavanduletum lanatae","Alcaraz, P. Sánchez, De la Torre, Ríos & J. Alvarez 1991","Matorrales meso-supramediterráneos serrano-estancienses"
"309078","Teucrio webbiani-Helianthemetum origanifolii","Esteve 1973","Matorrales meso-supramediterráneos manchego-espunenses"
"309079","Thymo orospedani-Cistetum clusii","F. Valle, Mota & Gómez-Mercado 1988","Matorrales mesomediterráneos subbético y guadijeño-bacenses"
"309080","Sideritido incanae-Salvion lavandulifoliae","(Rivas Goday & Rivas-Martínez 1969) Izco & A. Molina 1989","Salviares, esplegares y tomillares basófilos meso-supramediterraneos semicontinentales de la provicia Mediterránea Ibérica Central"
"309081","Centaureo pinae-Astragaletum granatensis","A. Molina & Izco 1986","Matorrales supramediterráneos maestracenses de Astragalus granatensis"
"309082","Genisto hispanicae-Erinaceetum anthyllidis","Rivas Goday & Borja 1961","Matorrales meso-supramediterráneos secos maestracenses"
"309083","Iberido saxatilis-Erinaceetum anthyllidis","G. Navarro in Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Pastizales supratemplados oroibérico sorianos"
"309084","Lino appressi-Genistetum rigidissimae","Rivas-Martínez 1967 corr. G. Navarro 1989","Matorrales supramediterráneos celtibérico-alcarreños"
"309085","Salvio-Aphyllanthetum monspeliensis","O. Bolòs & Vigo in O. Bolòs 1967","Salviares supramediterráneos maestracenses orientales"
"309086","Salvio lavandulifoliae-Erinaceetum anthyllidis","Costa & Peris 1985","Salviares meso-supramediterráneos manchego-xucrenses, alcarreños y maestracenses"
"309087","Salvio lavandulifoliae-Lavanduletum turolensis","Rivas Goday & Borja 1961","Esplegares supramediterráneos maestracenses nororientales de Lavandula turolensis"
"309088","Saturejo gracilis-Erinaceetum anthyllidis","Rivas Goday & Borja 1961 corr. Izco & A. Molina 1989","Matorrales supra-oromediterráneos subhúmedos maestracenses de Erinacea anthyllis"
"309089","Scabioso turolensis-Erinaceetum anthyllidis","Rivas-Martínez & Alcaraz in Alcaraz 1984","Matorrales supramediterráneos manchego-murcianos orientales de Erinacea anthyllis"
"30909A","Santolino rosmarinifoliae-Astragaletum boissieri","Rivas Goday & Rivas-Martínez 1969","Matorrales pulviniformes supramediterráneos castellano-durienses y celtibérico-alcarreños"
"30909B","Sideritido linearifoliae-Teucrietum expansi","Rivas Goday & Borja 1961","Esplegares supramediterráneos subhúmedos maestracenses nororientales"
"30909C","Salvio lavandulifoliae-Genistetum mugronensis","Costa, Peris, Izco & A. Molina in Costa & Peris 1985","Aulagares mesomediterráneos manchego-sucrenses de Genista pumila"
"30909D","Sideritido spinulosae-Lavanduletum latifoliae","A. Molina, Loidi & Fernández-González 1993","Salviares y esplegares meso-supramediterráneos secos oroibérico-sorianos y bárdeno-monegrinos"
"30909E","Salvio lavandulifoliae-Genistetum mugronensis","Costa, Peris, Izco & A. Molina in Costa & Peris 1985","Aulagares mesomediterráneos manchego-sucrenses de Genista pumila"
"309090","Helianthemo italici-Aphyllanthion monspeliensis","Díez-Garretas, Fernández-González & Asensi 1998","Matorrales basófilos meso-supramediterráneos y submediterráneos valenciano-catalanes y pirenaico orientales"
"309091","Cisto clusii-Rosmarinetum officinalis","Rivas-Martínez & Izco in Izco 1969","Romerales mesomediterráneos manchegos"
"309092","Genisto scorpii-Ononidetum fruticosae","Izco in Izco & A. Molina 1989","Matorrales dominados por Ononis fruticosa meso-supramediterráneos celtibérico-alcarreños y maestracenses"
"309093","Salvio lavandulifoliae-Genistetum mugronensis","Costa, Peris, Izco & A. Molina in Costa & Peris 1985","Aulagares de Genista pumila mesomediterráneos secos manchego-sucrenses"
"309094","Lino differentis-Salvietum lavandulifoliae","Rivas Goday & Rivas-Martínez 1969","Salviares y esplegares meso-supramediterráneos secos castellanos"
"309095","Paronychio aretioidis-Astragaletum tumidi","Rivas Goday & Rivas-Martínez 1969","Matorrales de Astragalus clusii mesomediterráneos seco-semiáridos manchego meridionales y guadiciano-bacenses"
"309096","Salvio lavandulifoliae-Genistetum mugronensis","Costa, Peris, Izco & A. Molina in Costa & Peris 1985","Aulagares de Genista pumila mesomediterráneos secos manchego-murcianos y setabenses"
"309097","Salvio lavandulifoliae-Linetum appressi","Rivas-Martínez, G. Navarro & A. Molina in G. Navarro 1989","Salviares supramediterráneos celtibérico-alcarreños"
"309098","Salvio lavandulifoliae-Ononidetum fruticosae","Fernández-González, Loidi & A. Molina 1986","Salviares mesomediterráneos secos riojanos"
"309099","Salvietum mariolensis","(O. Bolòs & Rigual 1967) De la Torre & Alcaraz ined.","Salviares de Salvia mariolensis"
"411010","Berberidion vulgaris","Br.-Bl. 1950","Espinales, zarzales, setos, bardissas u orlas meso-supratempladas y submediterráneas alpinas, centro-europeas, pirenaicas, orocantábricas y oroibéricas"
"411011","Berberido-Buxetum sempervirentis","Rivas-Martínez & G. López in G. López 1976","Bojedas supramediterráneas maestracenses"
"411014","Corno sanguinei-Berberidetum seroi","Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991","Espinares supatemplados jacetano-guarenses (comunidades de Buxus)"
"411015","Ononido fruticosae-Buxetum sempervirentis","Br.-Bl. & O. Bolòs ex O. Bolòs 1961","Bujedos prepirenaicos y somontano aragoneses"
"411016","Paeonio humilis-Arctostaphyletum crassifoliae","Romo 1989","Fruticedas prepirenaicas de gayubas y peonías (comunidades de Buxus)"
"411017","Rhamno saxatilis-Buxetum sempervirentis","Tüxen 1952","Fruticedas de casrrasquillos y boj"
"411020","Lonicero-Berberidion hispanicae","O. Bolòs 1954","Orlas espinosas con madreselvas supra-oromediterráneas béticas (comunidades de Buxus sempervirens)"
"411030","Asparago albi-Rhamnion oleoidis","Rivas Goday ex Rivas-Martínez 1975","Arbustedas mediterráneas"
"411031","Querco cocciferae-Lentiscetum","Br.-Bl., Font Quer, G. Br.-Bl., Frey, Jansen, & Moor 1936","Lentiscal acidófilo valenciano-tarraconense con coscojas (comunidades de Buxus semprevirens)"
"411040","Asparago albi-Rhamnion oleoidis","Rivas Goday ex Rivas-Martínez 1975","Arbustedas mediterráneas"
"411041","Cneoro tricocci-Buxetum balearicae","Rivas Goday & Rivas-Martínez 1969","Buxeda acidófila balear y malacitano-almijarense de roquedos y repisas umbrosas (comunidades de Buxus balearica)"
"411050","Oleo-Ceratonion siliquae","Br.-Bl. ex Guinochet & Drouineau 1944 em. Rivas-Martínez 1975","Matorrales de margen de bosque y maquias seriales basófilos Baleárico-Provenzales y Empordaneses (comunidades de Buxus balearica)"
"411051","Buxo balearicae-Genistetum majoricae","Rivas-Martínez in Rivas-Martínez, Costa, P. Soriano, Pérez-Badia, Llorens & Roselló 1992","Matorrales basófilos baleáricos de paredones y repisas (comunidades de Buxus balearica)"
"411060","Frangulo alni-Pyrion cordatae","Herrera, F. Prieto & Loidi 1991","Orlas espinosas oligótrofas cantábricas"
"411061","Frangulo alni-Pyretum cordatae","Herrera, F. Prieto & Loidi 1991","Orlas arbustivas silicícolas cantábricas de Pyrus cordata"
"412010","Cytision oromediterranei","Tüxen in Tüxen & Oberdorfer 1958 corr. Rivas-Martínez 1987","Pinares albares, piornales, cambrionales y enebrales rastreros carpetano leoneses y nevadenses"
"412011","Cytiso oromediterranei-Echinospartetum barnadesii","Rivas-Martínez 1964 corr. Rivas-Martínez, Belmonte, Cantó, Fernández-González, Fuente, J.M. Moreno, Sánchez-Mata & Sancho 1987","Piornales serranos orosubmediterráneos bejarano-gredenses"
"412012","Cytiso oromediterranei-Echinospartetum pulviniformis","Rivas-Martínez, Belmonte, Cantó, Fernández-González, Fuente, J.M. Moreno, Sánchez-Mata & Sancho 1987","Piornales serranos orosubmediterráneos bejarano-gredenses centrales y orientales"
"412013","Genisto sanabrensis-Juniperetum nanae","F. Prieto 1983","Enebrales rastreros berciano-sanabrienses"
"412014","Genisto versicoloris-Juniperetum hemisphaericae","Quézel 1953 corr. Rivas-Martínez, Fernández-González & Loidi 1999","Matorrales espinosos oromediterráneos nevadenses (formaciones con Cytisus oromediterraneus)"
"412016","Senecioni carpetani-Cytisetum oromediterranei","Tüxen & Oberdorfer 1958 corr. Rivas-Martínez 1987","Piornales serranos estrellenses, guadarrámicos y bejarano-gredenses"
"412017","Vaccinio myrtilli-Juniperetum nanae","Rivas-Martínez 1965","Enebrales rastreros orotemplados oroibérico-sorianos"
"412020","Juniperion nanae","Br.-Bl. in Br.-Bl., Sissingh & Vlieger 1939","Bosques de coníferas criorotemplados y orotemplados de distribución Pirenaica, Orocantábrica, Berciano-Sanabrense y Estrellense (comunidades de Cytisus oromediterraneus)"
"412021","Cytiso oromediterranei-Arctostaphyletum uvae-ursi","Br.-Bl. 1948 corr. Rivas-Martínez & Costa 1998","Matorrales orotemplados pirenaico-orientales de piorno serrano y gayubas"
"412030","Genistion floridae","Rivas-Martínez 1974","Piornales acidófilos mediterráneos occidentales, atlánticos y subatlánticos (comunidades con Cytisus oromediterraneus)"
"412031","Cytiso oromediterranei-Genistetum cinerascentis","Rivas-Martínez 1970 corr. Rivas-Martínez & Cantó 1987","Piornales bejarano-gredenses de piorno serrano"
"412040","Genistion polygaliphyllae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984",""Piornales orocantábricos, carpetano leoneses occidental, cántabro-euskaldunesy oroibérico-sorianos""
"412041","Cytisetum scopario-oromediterranei","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984 corr. Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Piornal serrano orocantabrico"
"421010","Rhamno lycioidis-Quercion cocciferae","Rivas Goday ex Rivas-Martínez 1975","Coscojares mediterráneos occidentales (comunidades de Juniperus)"
"421011","Crataego monogynae-Quercetum cocciferae","Martínez-Parras, Peinado & Alcaraz 1984","Coscojares basófilos béticos y alicantino murcianos  (comunidades de Juniperus)"
"421012","Hyacinthoido hispanicae-Quercetum cocciferae","(Rivas Goday in Rivas Goday, Borja, Esteve, Galiano, Rigual & Rivas-Martínez 1960) Peinado & Martínez-Parras 1985","Coscojares acidófilos luso-extremadurenses con jacintos hispánicos(comunidades de Juniperus)"
"421013","Quercetum cocciferae","Br.-Bl. 1924","Coscojares basófilos somontano-aragoneses con boj (comunidades de Juniperus)"
"421014","Rhamno lycioidis-Quercetum cocciferae","Br.-Bl. & O. Bolòs 1954","Coscojares basófilos aragoneses con sabinas moras (comunidades de Juniperus)"
"421015","Spiraeo obovatae-Quercetum cocciferae","Loidi & F. Prieto 1986","Coscojares basófiolos castellano-cantábricos (comunidades de Juniperus)"
"421110","Quercion ilicis","Br.-Bl. ex Molinier 1934 em. Rivas-Martínez 1975","Meso y microbosques de encinas mediterráneos ibéricos occidentales y catalana-provenzal-baleáricos (comunidades de Juniperus oxycedrus)"
"421112","Genisto hystricis-Quercetum rotundifoliae","P. Silva 1970","Carrascales acidófilos carpetano-leoneses (comunidades de Juniperus oxycedrus)"
"421113","Junipero oxycedri-Quercetum rotundifoliae","Rivas-Martínez 1965","Encinares acidófilos mediterráneos con enebros (comunidades de Juniperus oxycedrus)"
"421114","Pyro bourgaeanae-Quercetum rotundifoliae","Rivas-Martínez 1987","Encinar acidófilo luso-extremadurense con peral silvestre (comunidades de Juniperus oxycedrus)"
